مصدر,بسامد,بن ماضی,بسامد,اسم مفعول,بسامد,گذشته ساده ۱ مفرد,بسامد,گذشته ساده ۲ مفرد,بسامد,گذشته ساده ۳ مفرد,بسامد,گذشته ساده ۱ جمع ,بسامد,گذشته ساده ۲ جمع ,بسامد,گذشته ساده ۳ جمع ,بسامد,ماضی استمراری ۱ مفرد,بسامد,ماضی استمراری ۲ مفرد,بسامد,ماضی استمراری ۳ مفرد,بسامد,ماضی استمراری ۱ جمع,بسامد,ماضی استمراری ۲ جمع,بسامد,ماضی استمراری ۳ جمع,بسامد,حال کامل ۱ مفرد ,بسامد,حال کامل ۲ مفرد ,بسامد,حال کامل ۳ مفرد ,بسامد,حال کامل ۱ جمع ,بسامد,حال کامل ۲ جمع ,بسامد,حال کامل ۳ جمع ,بسامد,گذشته استمراری التزامی ۱ مفرد,بسامد,گذشته استمراری التزامی ۲ مفرد,بسامد,گذشته استمراری التزامی ۳ مفرد,بسامد,گذشته استمراری التزامی ۱ جمع,بسامد,گذشته استمراری التزامی ۲ جمع,بسامد,گذشته استمراری التزامی ۳ جمع,بسامد,بن مضارع,بسامد,مضارع ساده ۱ مفرد,بسامد,مضارع ساده ۲ مفرد,بسامد,مضارع ساده ۳ مفرد,بسامد,مضارع ساده ۱ جمع,بسامد,مضارع ساده ۲ جمع,بسامد,مضارع ساده ۳ جمع,بسامد,مضارع اخباری ۱مفرد,بسامد,مضارع اخباری ۲مفرد,بسامد,مضارع اخباری ۳مفرد,بسامد,مضارع اخباری ۱ جمع,بسامد,مضارع اخباری ۲ جمع,بسامد,مضارع اخباری ۳ جمع,بسامد,مضارع التزامی ۱ مفرد,بسامد,مضارع التزامی ۲ مفرد,بسامد,مضارع التزامی ۳ مفرد,بسامد,مضارع التزامی ۱ جمع,بسامد,مضارع التزامی ۲ جمع,بسامد,مضارع التزامی ۳ جمع,بسامد,حال استمراری التزامی ۱ مفرد ,بسامد,حال استمراری التزامی ۲ مفرد ,بسامد,حال استمراری التزامی ۳ مفرد ,بسامد,حال استمراری التزامی ۱ جمع ,بسامد,حال استمراری التزامی ۲ جمع ,بسامد,حال استمراری التزامی ۳ جمع ,بسامد,ماضی نقلی ۱ مفرد,بسامد,ماضی نقلی ۲ مفرد,بسامد,ماضی نقلی ۳ مفرد,بسامد,ماضی نقلی ۱ جمع,بسامد,ماضی نقلی ۲ جمع,بسامد,ماضی نقلی 3 جمع‌اند,بسامد,ماضی بعید ۱ مفرد,بسامد,ماضی بعید ۲ مفرد,بسامد,ماضی بعید ۳ مفرد,بسامد,ماضی بعید ۱ جمع,بسامد,ماضی بعید ۲ جمع,بسامد,ماضی بعید ۳ جمع‌بودند,بسامد,ماضی نقلی استمراری ۱ مفرد,بسامد,ماضی نقلی استمراری ۲ مفرد,بسامد,ماضی نقلی استمراری ۳ مفرد,بسامد,ماضی نقلی استمراری ۱ جمع,بسامد,ماضی نقلی استمراری ۲ جمع,بسامد,ماضی نقلی استمراری ۳ جمع,بسامد,امری,بسامد,ماضی ساده مجمول ۱ مفرد,بسامد,ماضی ساده مجمول ۲ مفرد,بسامد,ماضی ساده مجمول ۳ مفرد,بسامد,ماضی ساده مجمول ۱ جمع,بسامد,ماضی ساده مجمول ۲ جمع,بسامد,ماضی ساده مجمول ۳ جمع,بسامد,ماضی استمراری مجمول ۱ مفرد,بسامد,ماضی استمراری مجمول ۲ مفرد,بسامد,ماضی استمراری مجمول ۳ مفرد,بسامد,ماضی استمراری مجمول ۱ جمع,بسامد,ماضی استمراری مجمول ۲ جمع,بسامد,ماضی استمراری مجمول ۳ جمع,بسامد
پاشیدن,1297,پاشید,1682,پاشیده,2032,پاشیدم,98,پاشیدی,15,پاشید,1682,پاشیدیم,14,پاشیدید,7,پاشیدند,283,می‌پاشیدم,2,می‌پاشیدی,1,می‌پاشید,69,می‌پاشیدیم,2,می‌پاشیدید,0,می‌پاشیدند,38,پاشیده‌باشم,1,پاشیده‌باشی,1,پاشیده‌باش,0,پاشیده‌باشیم,0,پاشیده‌باشید,0,پاشیده‌باشند,11,داشتم‌می‌پاشیدم,0,داشتی‌می‌پاشیدی,0,داشت‌می‌پاشید,0,داشتیم‌می‌پاشیدیم,0,داشتید‌می‌پاشیدید,0,داشتند‌می‌پاشیدند,0,پاش,1249,پاشم,107,پاشی,1493,پاشد,666,پاشیم,71,پاشید,1682,پاشند,207,می‌پاشم,7,می‌پاشی,10,می‌پاشد,311,می‌پاشیم,20,می‌پاشید,69,می‌پاشند,121,بپاشم,32,بپاشی,24,بپاشد,456,بپاشیم,53,بپاشید,193,بپاشند,158,دارم‌می‌پاشم,0,داری‌می‌پاشی,0,دارد‌می‌پاشد,0,داریم‌می‌پاشیم,0,دارید‌می‌پاشید,0,دارند‌می‌پاشند,0,پاشیده‌ام,0,پاشیده‌ای,0,پاشیده‌است,156,پاشیده‌ایم,0,پاشیده‌اید,0,پاشیده‌اند,3,پاشیده‌بودم,4,پاشیده‌بودی,1,پاشیده‌بود,133,پاشیده‌بودیم,1,پاشیده‌بودید,0,پاشیده‌بودند,46,‌می‌پاشیده‌ام,0,‌می‌پاشیده‌ای,0,‌می‌پاشیده‌است,0,‌می‌پاشیده‌ایم,0,‌می‌پاشیده‌اید,0,‌می‌پاشیده‌اند,0,بپاش,103,پاشیده‌شدم,0,پاشیده‌شدی,0,پاشیده‌شد,150,پاشیده‌شدیم,0,پاشیده‌شدید,0,پاشیده‌شدند,8,پاشیده‌می‌شدم,0,پاشیده‌می‌شدی,0,پاشیده‌می‌شد,0,پاشیده‌می‌شدیم,0,پاشیده‌می‌شدید,0,پاشیده‌می‌شدند,0,
پالاییدن,1,پالایید,0,پالاییده,2,پالاییدم,0,پالاییدی,0,پالایید,0,پالاییدیم,0,پالاییدید,0,پالاییدند,0,می‌پالاییدم,0,می‌پالاییدی,0,می‌پالایید,0,می‌پالاییدیم,0,می‌پالاییدید,0,می‌پالاییدند,0,پالاییده‌باشم,0,پالاییده‌باشی,0,پالاییده‌باش,0,پالاییده‌باشیم,0,پالاییده‌باشید,0,پالاییده‌باشند,0,داشتم‌می‌پالاییدم,0,داشتی‌می‌پالاییدی,0,داشت‌می‌پالایید,0,داشتیم‌می‌پالاییدیم,0,داشتید‌می‌پالاییدید,0,داشتند‌می‌پالاییدند,0,پالای,12,پالایم,0,پالایی,54,پالاید,2,پالاییم,1,پالایید,0,پالایند,1,می‌پالایم,0,می‌پالایی,0,می‌پالاید,1,می‌پالاییم,1,می‌پالایید,0,می‌پالایند,1,بیاپالایم,0,بپالایی,0,بپالاید,14,بپالاییم,1,بپالایید,1,بپالایند,3,دارم‌می‌پالایم,0,داری‌می‌پالایی,0,دارد‌می‌پالاید,0,داریم‌می‌پالاییم,0,دارید‌می‌پالایید,0,دارند‌می‌پالایند,0,پالاییده‌ام,0,پالاییده‌ای,0,پالاییده‌است,0,پالاییده‌ایم,0,پالاییده‌اید,0,پالاییده‌اند,0,پالاییده‌بودم,0,پالاییده‌بودی,0,پالاییده‌بود,0,پالاییده‌بودیم,0,پالاییده‌بودید,0,پالاییده‌بودند,0,‌می‌پالاییده‌ام,0,‌می‌پالاییده‌ای,0,‌می‌پالاییده‌است,0,‌می‌پالاییده‌ایم,0,‌می‌پالاییده‌اید,0,‌می‌پالاییده‌اند,0,بپالای,1,پالاییده‌شدم,0,پالاییده‌شدی,0,پالاییده‌شد,0,پالاییده‌شدیم,0,پالاییده‌شدید,0,پالاییده‌شدند,0,پالاییده‌می‌شدم,0,پالاییده‌می‌شدی,0,پالاییده‌می‌شد,0,پالاییده‌می‌شدیم,0,پالاییده‌می‌شدید,0,پالاییده‌می‌شدند,0,
پالودن,46,پالود,10,پالوده,238,پالودم,0,پالودی,0,پالود,10,پالودیم,0,پالودید,0,پالودند,1,می‌پالودم,0,می‌پالودی,0,می‌پالود,0,می‌پالودیم,0,می‌پالودید,0,می‌پالودند,0,پالوده‌باشم,0,پالوده‌باشی,0,پالوده‌باش,0,پالوده‌باشیم,0,پالوده‌باشید,0,پالوده‌باشند,0,داشتم‌می‌پالودم,0,داشتی‌می‌پالودی,0,داشت‌می‌پالود,0,داشتیم‌می‌پالودیم,0,داشتید‌می‌پالودید,0,داشتند‌می‌پالودند,0,پالای,12,پالایم,0,پالایی,54,پالاید,2,پالاییم,1,پالایید,0,پالایند,1,می‌پالایم,0,می‌پالایی,0,می‌پالاید,1,می‌پالاییم,1,می‌پالایید,0,می‌پالایند,1,بیاپالایم,0,بپالایی,0,بپالاید,14,بپالاییم,1,بپالایید,1,بپالایند,3,دارم‌می‌پالایم,0,داری‌می‌پالایی,0,دارد‌می‌پالاید,0,داریم‌می‌پالاییم,0,دارید‌می‌پالایید,0,دارند‌می‌پالایند,0,پالوده‌ام,0,پالوده‌ای,1,پالوده‌است,2,پالوده‌ایم,0,پالوده‌اید,0,پالوده‌اند,0,پالوده‌بودم,0,پالوده‌بودی,0,پالوده‌بود,0,پالوده‌بودیم,0,پالوده‌بودید,0,پالوده‌بودند,0,‌می‌پالوده‌ام,0,‌می‌پالوده‌ای,0,‌می‌پالوده‌است,0,‌می‌پالوده‌ایم,0,‌می‌پالوده‌اید,0,‌می‌پالوده‌اند,0,بپالای,1,پالوده‌شدم,0,پالوده‌شدی,0,پالوده‌شد,1,پالوده‌شدیم,0,پالوده‌شدید,0,پالوده‌شدند,0,پالوده‌می‌شدم,0,پالوده‌می‌شدی,0,پالوده‌می‌شد,0,پالوده‌می‌شدیم,0,پالوده‌می‌شدید,0,پالوده‌می‌شدند,0,
پایستن,1,پایست,0,پایسته,17,پایستم,0,پایستی,0,پایست,0,پایستیم,0,پایستید,0,پایستند,0,می‌پایستم,0,می‌پایستی,0,می‌پایست,0,می‌پایستیم,0,می‌پایستید,0,می‌پایستند,0,پایسته‌باشم,0,پایسته‌باشی,0,پایسته‌باش,0,پایسته‌باشیم,0,پایسته‌باشید,0,پایسته‌باشند,1,داشتم‌می‌پایستم,0,داشتی‌می‌پایستی,0,داشت‌می‌پایست,0,داشتیم‌می‌پایستیم,0,داشتید‌می‌پایستید,0,داشتند‌می‌پایستند,0,پای,69498,پایم,2390,پایی,2192,پاید,76,پاییم,10,پایید,265,پایند,44,می‌پایم,8,می‌پایی,4,می‌پاید,51,می‌پاییم,2,می‌پایید,39,می‌پایند,25,بیاپایم,0,بپایی,19,بپاید,77,بپاییم,9,بپایید,10,بپایند,16,دارم‌می‌پایم,0,داری‌می‌پایی,0,دارد‌می‌پاید,0,داریم‌می‌پاییم,0,دارید‌می‌پایید,0,دارند‌می‌پایند,0,پایسته‌ام,0,پایسته‌ای,0,پایسته‌است,3,پایسته‌ایم,0,پایسته‌اید,0,پایسته‌اند,0,پایسته‌بودم,0,پایسته‌بودی,0,پایسته‌بود,0,پایسته‌بودیم,0,پایسته‌بودید,0,پایسته‌بودند,0,‌می‌پایسته‌ام,0,‌می‌پایسته‌ای,0,‌می‌پایسته‌است,0,‌می‌پایسته‌ایم,0,‌می‌پایسته‌اید,0,‌می‌پایسته‌اند,0,بپای,96,پایسته‌شدم,0,پایسته‌شدی,0,پایسته‌شد,0,پایسته‌شدیم,0,پایسته‌شدید,0,پایسته‌شدند,0,پایسته‌می‌شدم,0,پایسته‌می‌شدی,0,پایسته‌می‌شد,0,پایسته‌می‌شدیم,0,پایسته‌می‌شدید,0,پایسته‌می‌شدند,0,
پاییدن,77,پایید,265,پاییده,28,پاییدم,15,پاییدی,0,پایید,265,پاییدیم,2,پاییدید,2,پاییدند,21,می‌پاییدم,8,می‌پاییدی,0,می‌پایید,39,می‌پاییدیم,1,می‌پاییدید,1,می‌پاییدند,15,پاییده‌باشم,0,پاییده‌باشی,0,پاییده‌باش,0,پاییده‌باشیم,0,پاییده‌باشید,0,پاییده‌باشند,0,داشتم‌می‌پاییدم,0,داشتی‌می‌پاییدی,0,داشت‌می‌پایید,0,داشتیم‌می‌پاییدیم,0,داشتید‌می‌پاییدید,0,داشتند‌می‌پاییدند,0,پا,64687,پایم,2390,پایی,2192,پاید,76,پاییم,10,پایید,265,پایند,44,می‌پایم,8,می‌پایی,4,می‌پاید,51,می‌پاییم,2,می‌پایید,39,می‌پایند,25,بپایم,3,بپایی,19,بپاید,77,بپاییم,9,بپایید,10,بپایند,16,دارم‌می‌پایم,0,داری‌می‌پایی,0,دارد‌می‌پاید,0,داریم‌می‌پاییم,0,دارید‌می‌پایید,0,دارند‌می‌پایند,0,پاییده‌ام,0,پاییده‌ای,0,پاییده‌است,3,پاییده‌ایم,0,پاییده‌اید,0,پاییده‌اند,0,پاییده‌بودم,0,پاییده‌بودی,0,پاییده‌بود,3,پاییده‌بودیم,0,پاییده‌بودید,0,پاییده‌بودند,0,‌می‌پاییده‌ام,0,‌می‌پاییده‌ای,0,‌می‌پاییده‌است,0,‌می‌پاییده‌ایم,0,‌می‌پاییده‌اید,0,‌می‌پاییده‌اند,0,بپا,771,پاییده‌شدم,0,پاییده‌شدی,0,پاییده‌شد,0,پاییده‌شدیم,0,پاییده‌شدید,0,پاییده‌شدند,0,پاییده‌می‌شدم,0,پاییده‌می‌شدی,0,پاییده‌می‌شد,0,پاییده‌می‌شدیم,0,پاییده‌می‌شدید,0,پاییده‌می‌شدند,0,
پختن,1217,پخت,4345,پخته,4728,پختم,49,پختی,28,پخت,4345,پختیم,31,پختید,7,پختند,70,می‌پختم,8,می‌پختی,2,می‌پخت,38,می‌پختیم,5,می‌پختید,0,می‌پختند,34,پخته‌باشم,0,پخته‌باشی,3,پخته‌باش,0,پخته‌باشیم,0,پخته‌باشید,0,پخته‌باشند,7,داشتم‌می‌پختم,0,داشتی‌می‌پختی,0,داشت‌می‌پخت,0,داشتیم‌می‌پختیم,0,داشتید‌می‌پختید,0,داشتند‌می‌پختند,0,پز,2115,پزم,28,پزی,694,پزد,72,پزیم,30,پزید,8,پزند,120,می‌پزم,13,می‌پزی,9,می‌پزد,69,می‌پزیم,30,می‌پزید,8,می‌پزند,110,بپزم,63,بپزی,16,بپزد,307,بپزیم,43,بپزید,296,بپزند,139,دارم‌می‌پزم,0,داری‌می‌پزی,0,دارد‌می‌پزد,0,داریم‌می‌پزیم,0,دارید‌می‌پزید,0,دارند‌می‌پزند,0,پخته‌ام,1,پخته‌ای,1,پخته‌است,59,پخته‌ایم,0,پخته‌اید,0,پخته‌اند,1,پخته‌بودم,7,پخته‌بودی,0,پخته‌بود,60,پخته‌بودیم,2,پخته‌بودید,0,پخته‌بودند,19,‌می‌پخته‌ام,0,‌می‌پخته‌ای,0,‌می‌پخته‌است,0,‌می‌پخته‌ایم,0,‌می‌پخته‌اید,0,‌می‌پخته‌اند,0,بپز,31,پخته‌شدم,7,پخته‌شدی,0,پخته‌شد,68,پخته‌شدیم,0,پخته‌شدید,0,پخته‌شدند,6,پخته‌می‌شدم,0,پخته‌می‌شدی,0,پخته‌می‌شد,0,پخته‌می‌شدیم,0,پخته‌می‌شدید,0,پخته‌می‌شدند,0,
پخسیدن,0,پخسید,0,پخسیده,0,پخسیدم,0,پخسیدی,0,پخسید,0,پخسیدیم,0,پخسیدید,0,پخسیدند,0,می‌پخسیدم,0,می‌پخسیدی,0,می‌پخسید,0,می‌پخسیدیم,0,می‌پخسیدید,0,می‌پخسیدند,0,پخسیده‌باشم,0,پخسیده‌باشی,0,پخسیده‌باش,0,پخسیده‌باشیم,0,پخسیده‌باشید,0,پخسیده‌باشند,0,داشتم‌می‌پخسیدم,0,داشتی‌می‌پخسیدی,0,داشت‌می‌پخسید,0,داشتیم‌می‌پخسیدیم,0,داشتید‌می‌پخسیدید,0,داشتند‌می‌پخسیدند,0,پخس,4,پخسم,0,پخسی,0,پخسد,0,پخسیم,0,پخسید,0,پخسند,0,می‌پخسم,0,می‌پخسی,0,می‌پخسد,0,می‌پخسیم,0,می‌پخسید,0,می‌پخسند,0,بپخسم,0,بپخسی,0,بپخسد,0,بپخسیم,0,بپخسید,0,بپخسند,0,دارم‌می‌پخسم,0,داری‌می‌پخسی,0,دارد‌می‌پخسد,0,داریم‌می‌پخسیم,0,دارید‌می‌پخسید,0,دارند‌می‌پخسند,0,پخسیده‌ام,0,پخسیده‌ای,0,پخسیده‌است,0,پخسیده‌ایم,0,پخسیده‌اید,0,پخسیده‌اند,0,پخسیده‌بودم,0,پخسیده‌بودی,0,پخسیده‌بود,0,پخسیده‌بودیم,0,پخسیده‌بودید,0,پخسیده‌بودند,0,‌می‌پخسیده‌ام,0,‌می‌پخسیده‌ای,0,‌می‌پخسیده‌است,0,‌می‌پخسیده‌ایم,0,‌می‌پخسیده‌اید,0,‌می‌پخسیده‌اند,0,بپخس,0,پخسیده‌شدم,0,پخسیده‌شدی,0,پخسیده‌شد,0,پخسیده‌شدیم,0,پخسیده‌شدید,0,پخسیده‌شدند,0,پخسیده‌می‌شدم,0,پخسیده‌می‌شدی,0,پخسیده‌می‌شد,0,پخسیده‌می‌شدیم,0,پخسیده‌می‌شدید,0,پخسیده‌می‌شدند,0,
پذیرفتن,5424,پذیرفت,17053,پذیرفته,27181,پذیرفتم,1393,پذیرفتی,63,پذیرفت,17053,پذیرفتیم,807,پذیرفتید,260,پذیرفتند,3335,می‌پذیرفتم,36,می‌پذیرفتی,6,می‌پذیرفت,377,می‌پذیرفتیم,45,می‌پذیرفتید,6,می‌پذیرفتند,152,پذیرفته‌باشم,7,پذیرفته‌باشی,5,پذیرفته‌باش,0,پذیرفته‌باشیم,23,پذیرفته‌باشید,10,پذیرفته‌باشند,65,داشتم‌می‌پذیرفتم,0,داشتی‌می‌پذیرفتی,0,داشت‌می‌پذیرفت,0,داشتیم‌می‌پذیرفتیم,0,داشتید‌می‌پذیرفتید,0,داشتند‌می‌پذیرفتند,0,پذیر,13,پذیرم,525,پذیری,17342,پذیرد,10869,پذیریم,614,پذیرید,213,پذیرند,1710,می‌پذیرم,499,می‌پذیری,28,می‌پذیرد,4216,می‌پذیریم,565,می‌پذیرید,207,می‌پذیرند,1051,بپذیرم,880,بپذیری,151,بپذیرد,7631,بپذیریم,7481,بپذیرید,1135,بپذیرند,5531,دارم‌می‌پذیرم,0,داری‌می‌پذیری,0,دارد‌می‌پذیرد,0,داریم‌می‌پذیریم,0,دارید‌می‌پذیرید,0,دارند‌می‌پذیرند,0,پذیرفته‌ام,0,پذیرفته‌ای,0,پذیرفته‌است,3089,پذیرفته‌ایم,0,پذیرفته‌اید,0,پذیرفته‌اند,4,پذیرفته‌بودم,48,پذیرفته‌بودی,2,پذیرفته‌بود,747,پذیرفته‌بودیم,34,پذیرفته‌بودید,4,پذیرفته‌بودند,327,‌می‌پذیرفته‌ام,0,‌می‌پذیرفته‌ای,0,‌می‌پذیرفته‌است,0,‌می‌پذیرفته‌ایم,0,‌می‌پذیرفته‌اید,0,‌می‌پذیرفته‌اند,0,بپذیر,281,پذیرفته‌شدم,128,پذیرفته‌شدی,3,پذیرفته‌شد,1185,پذیرفته‌شدیم,11,پذیرفته‌شدید,7,پذیرفته‌شدند,265,پذیرفته‌می‌شدم,0,پذیرفته‌می‌شدی,0,پذیرفته‌می‌شد,0,پذیرفته‌می‌شدیم,0,پذیرفته‌می‌شدید,0,پذیرفته‌می‌شدند,0,
پراکندن,214,پراکند,232,پراکنده,13084,پراکندم,1,پراکندی,5,پراکند,232,پراکندیم,3,پراکندید,1,پراکندند,48,می‌پراکندم,0,می‌پراکندی,0,می‌پراکند,105,می‌پراکندیم,0,می‌پراکندید,0,می‌پراکندند,6,پراکنده‌باشم,0,پراکنده‌باشی,0,پراکنده‌باش,0,پراکنده‌باشیم,1,پراکنده‌باشید,0,پراکنده‌باشند,11,داشتم‌می‌پراکندم,0,داشتی‌می‌پراکندی,0,داشت‌می‌پراکند,0,داشتیم‌می‌پراکندیم,0,داشتید‌می‌پراکندید,0,داشتند‌می‌پراکندند,0,پراکن,41,پراکنم,1,پراکنی,1204,پراکند,232,پراکنیم,3,پراکنید,0,پراکنند,53,می‌پراکنم,1,می‌پراکنی,3,می‌پراکند,105,می‌پراکنیم,3,می‌پراکنید,0,می‌پراکنند,47,بپراکنم,4,بپراکنی,5,بپراکند,52,بپراکنیم,3,بپراکنید,4,بپراکنند,23,دارم‌می‌پراکنم,0,داری‌می‌پراکنی,0,دارد‌می‌پراکند,0,داریم‌می‌پراکنیم,0,دارید‌می‌پراکنید,0,دارند‌می‌پراکنند,0,پراکنده‌ام,0,پراکنده‌ای,0,پراکنده‌است,402,پراکنده‌ایم,0,پراکنده‌اید,0,پراکنده‌اند,5,پراکنده‌بودم,0,پراکنده‌بودی,0,پراکنده‌بود,191,پراکنده‌بودیم,3,پراکنده‌بودید,0,پراکنده‌بودند,190,‌می‌پراکنده‌ام,0,‌می‌پراکنده‌ای,0,‌می‌پراکنده‌است,0,‌می‌پراکنده‌ایم,0,‌می‌پراکنده‌اید,0,‌می‌پراکنده‌اند,0,بپراکن,0,پراکنده‌شدم,0,پراکنده‌شدی,1,پراکنده‌شد,140,پراکنده‌شدیم,6,پراکنده‌شدید,0,پراکنده‌شدند,295,پراکنده‌می‌شدم,0,پراکنده‌می‌شدی,0,پراکنده‌می‌شد,0,پراکنده‌می‌شدیم,0,پراکنده‌می‌شدید,0,پراکنده‌می‌شدند,0,
پراگندن,2,پراگند,0,پراگنده,5,پراگندم,0,پراگندی,0,پراگند,0,پراگندیم,0,پراگندید,0,پراگندند,0,می‌پراگندم,0,می‌پراگندی,0,می‌پراگند,0,می‌پراگندیم,0,می‌پراگندید,0,می‌پراگندند,0,پراگنده‌باشم,0,پراگنده‌باشی,0,پراگنده‌باش,0,پراگنده‌باشیم,0,پراگنده‌باشید,0,پراگنده‌باشند,0,داشتم‌می‌پراگندم,0,داشتی‌می‌پراگندی,0,داشت‌می‌پراگند,0,داشتیم‌می‌پراگندیم,0,داشتید‌می‌پراگندید,0,داشتند‌می‌پراگندند,0,پراگن,0,پراگنم,0,پراگنی,0,پراگند,0,پراگنیم,0,پراگنید,0,پراگنند,0,می‌پراگنم,0,می‌پراگنی,0,می‌پراگند,0,می‌پراگنیم,0,می‌پراگنید,0,می‌پراگنند,0,پراگنم,0,بپراگنی,0,بپراگند,1,بپراگنیم,0,بپراگنید,0,بپراگنند,0,دارم‌می‌پراگنم,0,داری‌می‌پراگنی,0,دارد‌می‌پراگند,0,داریم‌می‌پراگنیم,0,دارید‌می‌پراگنید,0,دارند‌می‌پراگنند,0,پراگنده‌ام,0,پراگنده‌ای,0,پراگنده‌است,0,پراگنده‌ایم,0,پراگنده‌اید,0,پراگنده‌اند,0,پراگنده‌بودم,0,پراگنده‌بودی,0,پراگنده‌بود,0,پراگنده‌بودیم,0,پراگنده‌بودید,0,پراگنده‌بودند,0,‌می‌پراگنده‌ام,0,‌می‌پراگنده‌ای,0,‌می‌پراگنده‌است,0,‌می‌پراگنده‌ایم,0,‌می‌پراگنده‌اید,0,‌می‌پراگنده‌اند,0,بپراگن,0,پراگنده‌شدم,0,پراگنده‌شدی,0,پراگنده‌شد,1,پراگنده‌شدیم,0,پراگنده‌شدید,0,پراگنده‌شدند,0,پراگنده‌می‌شدم,0,پراگنده‌می‌شدی,0,پراگنده‌می‌شد,0,پراگنده‌می‌شدیم,0,پراگنده‌می‌شدید,0,پراگنده‌می‌شدند,0,
پرانیدن,1,پرانید,11,پرانیده,2,پرانیدم,0,پرانیدی,0,پرانید,11,پرانیدیم,0,پرانیدید,0,پرانیدند,1,می‌پرانیدم,0,می‌پرانیدی,0,می‌پرانید,3,می‌پرانیدیم,0,می‌پرانیدید,0,می‌پرانیدند,0,پرانیده‌باشم,0,پرانیده‌باشی,0,پرانیده‌باش,0,پرانیده‌باشیم,0,پرانیده‌باشید,0,پرانیده‌باشند,0,داشتم‌می‌پرانیدم,0,داشتی‌می‌پرانیدی,0,داشت‌می‌پرانید,0,داشتیم‌می‌پرانیدیم,0,داشتید‌می‌پرانیدید,0,داشتند‌می‌پرانیدند,0,پران,203,پرانم,2,پرانی,448,پراند,254,پرانیم,1,پرانید,11,پرانند,17,می‌پرانم,1,می‌پرانی,3,می‌پراند,50,می‌پرانیم,1,می‌پرانید,3,می‌پرانند,16,بپرانم,7,بپرانی,2,بپراند,41,بپرانیم,2,بپرانید,3,بپرانند,6,دارم‌می‌پرانم,0,داری‌می‌پرانی,0,دارد‌می‌پراند,0,داریم‌می‌پرانیم,0,دارید‌می‌پرانید,0,دارند‌می‌پرانند,0,پرانیده‌ام,0,پرانیده‌ای,0,پرانیده‌است,0,پرانیده‌ایم,0,پرانیده‌اید,0,پرانیده‌اند,0,پرانیده‌بودم,0,پرانیده‌بودی,0,پرانیده‌بود,0,پرانیده‌بودیم,0,پرانیده‌بودید,0,پرانیده‌بودند,0,‌می‌پرانیده‌ام,0,‌می‌پرانیده‌ای,0,‌می‌پرانیده‌است,0,‌می‌پرانیده‌ایم,0,‌می‌پرانیده‌اید,0,‌می‌پرانیده‌اند,0,بپران,0,پرانیده‌شدم,1,پرانیده‌شدی,0,پرانیده‌شد,0,پرانیده‌شدیم,0,پرانیده‌شدید,0,پرانیده‌شدند,0,پرانیده‌می‌شدم,0,پرانیده‌می‌شدی,0,پرانیده‌می‌شد,0,پرانیده‌می‌شدیم,0,پرانیده‌می‌شدید,0,پرانیده‌می‌شدند,0,
